hotel_name,hotel_address,hotel_location,hotel_rating,hotel_description,hotel_country,hotel_num_reviews,unique_tags,hotel_img_url,hotel_link,unique_review_country,best_noun,worst_noun,features_room,features_facilities,features_location,features_staff,features_food,pos_review_count,neg_review_count
Wallada Place Hotel,"71/1 Soi Ramkhamhaeng 53, Ramkhamhaeng Road, Plubpla, Wangthonglang, 10310 Bangkok, Thailand","13.76589675,100.61882257",8.0,"Located in Soi Ramkhamhaeng 53 in Bangkok, this budget hotel offers air-conditioned rooms with a private balcony and free internet access. Just 1,650 feet from Ramkhamhaeng Pier, Wallada Place Hotel is conveniently accessible either by car or by boat. Free on-site parking is available at the property.
Rooms at Wallada Place Hotel feature satellite TV and a private bathroom with hot showers. A wardrobe, minibar and writing desk are included.
Wallada Place Hotel has a 24-hour front desk that provides free luggage storage services.
Wallada Place Hotel is 1.9 miles from The Mall Ramkhamhaeng and 2.5 miles from Airport Rail Link Ramkhamhaeng Skytrain Station. The Suvarnabhumi Airport is 10.6 miles away.",Thailand,14,"Deluxe Double Room,Submitted via mobile,Stayed 1 night,Solo traveller,Leisure trip",https://cf.bstatic.com/xdata/images/hotel/max500/256682130.jpg?k=43457eef2beb66d649314be9ca9bc3f0b1492a6fb1a5249a212718fffb9e051a&o=&hp=1,https://www.booking.com/hotel/th/wallada-place.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKJ36OSBsACAdICJDJmZTA4MDk3LTNjNmUtNDQwMS1iMDE0LWVhNWNmOTUwOTEyYtgCBeACAQ;sid=3a8cdb2d0d2c16538b5f79909abdaf55,Thailand, ,"ok,room",0,0,0,0,0,0,1
Chanmuan Resident,"72 Lat Pla Khao road,  Soi Lat Pla Khao 72, Anusawari, Bangkhen [Ruethida Apartment], Bang Khen, 10220 Bangkok, Thailand","13.85568900,100.61228300",8.8,"Boasting a fitness centre and free WiFi, Chanmuan Resident is set in Bang Khen in the Bangkok Province. The accommodation offers a 24-hour front desk.
At the hotel, each room comes with a desk and a flat-screen TV. All units at Chanmuan Resident have air conditioning and a wardrobe.
Central Ramindra is 2.5 miles from the accommodation, while the nearest airport is Don Mueang International Airport, 8.7 miles away.",Thailand,25,"Submitted via mobile,Stayed 2 nights,Business trip,Couple,Stayed 7 nights,Budget Double Room,Leisure trip",https://t-cf.bstatic.com/xdata/images/hotel/max500/120941441.jpg?k=93147125b1b8f3abd1292b621b1153975d953679ede7cca8b76bbd678ad85b49&o=&hp=1,https://www.booking.com/hotel/th/chanmuan-resident.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKJ36OSBsACAdICJDJmZTA4MDk3LTNjNmUtNDQwMS1iMDE0LWVhNWNmOTUwOTEyYtgCBeACAQ;sid=153257889c4994c6632ce3e716c8d58e,"Jordan,Thailand",, ,1,1,1,1,1,2,0
Honey house1,"6/3-4 Soi.Sukhumvit 22, Sukhumvit Road, Khlong Toei, Khlong Toei, Bangkok, Khlong Toei, 10110 Bangkok, Thailand","13.73283912,100.56484899",10.0,"Set within less than 0.6 miles of Emporium Shopping Mall and 1.1 miles of Arab Street, Honey house1 offers rooms with air conditioning and a private bathroom in Bangkok. Among the facilities of this property are a restaurant, a 24-hour front desk and room service, along with free WiFi throughout the property. The property is 1.9 miles from the city centre and 1.9 miles from Amarin Plaza.
All guest rooms at the hotel come with a seating area, a flat-screen TV with cable channels and a safety deposit box. All rooms feature a desk.
Central Embassy is 1.6 miles from Honey house1, while Queen Sirikit National Convention Centre is 1.7 miles from the property. The nearest airport is Don Mueang International Airport, 15.5 miles from the accommodation.",Thailand,61,"Deluxe Double Room,Submitted via mobile,Stayed 1 night,Stayed 3 nights,Stayed 4 nights,Stayed 5 nights,People with friends,Stayed 2 nights,Solo traveller,Stayed 14 nights,Business trip,Couple,Stayed 7 nights,Superior Queen Room,Leisure trip,Group",https://cf.bstatic.com/xdata/images/hotel/max500/197966658.jpg?k=c2ed4e84172719ff457bb3421444ad88cb5cdab673ae4cb17245ae8ed77934d0&o=&hp=1,https://www.booking.com/hotel/th/honey-house1.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKJ36OSBsACAdICJDJmZTA4MDk3LTNjNmUtNDQwMS1iMDE0LWVhNWNmOTUwOTEyYtgCBeACAQ;sid=9bec18967401e61088cded0c9f6e2b7d,"Thailand,Ireland,Canada,United Kingdom,Malaysia,Philippines,Germany,Australia,United Arab Emirates,India,Austria,United States","staff,room,location","course,thing,price",0,1,0,0,1,17,5
Royal Benja Hotel,"39 Sukhumvit Rd, Soi 5, Wattana, 10110 Bangkok, Thailand","13.74514048,100.55476606",7.4,"Royal Benja Hotel is on Sukhumvit Road, a 7-minute walk from Nana BTS Skytrain Station. Featuring homely accommodation, it also provides a fitness centre, a large outdoor pool and 24-hour room service. Free WiFi is available in all rooms.
Spacious and air-conditioned, rooms are fitted with a flat-screen satellite TV, a minibar and an electric kettle. Each room comes with ample sitting space and a private bathroom featuring separate shower and bathtub. Free bottled water is provided.
For recreation, Royal Benja Hotel offers a sauna room and billiard tables. There is also a well-equipped fitness centre where guests can enjoy a workout.
Benjamas Restaurant serves a wide selection of local and international cuisine.
It is a 10-minute walk from Bumrungrad Hospital and a 15-minute drive from Samitivej Hospital. Royal Benja is a 30-minute drive from Suvarnabhumi International Airport. The hotel is also about 1.2 miles from Central World Plaza, Emporium Shopping Mall and various shopping outlets in Siam.",Thailand,143,"With a pet,Stayed 4 nights,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Couple,Grand Deluxe Double or Twin Room,Stayed 8 nights,Stayed 3 nights,Deluxe Double or Twin Room,Stayed 14 nights,Stayed 11 nights,Group",https://cf.bstatic.com/xdata/images/hotel/max500/114148383.jpg?k=de09dbb86fd1e8f9d4197579f2358d2462c7343e2e721539efba543da5a4e7b0&o=&hp=1,https://www.booking.com/hotel/th/royal-benja.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKJ36OSBsACAdICJDJmZTA4MDk3LTNjNmUtNDQwMS1iMDE0LWVhNWNmOTUwOTEyYtgCBeACAQ&sid=1ae36f66b191031b85a23fdad534ec04,"Thailand,United Kingdom,Kuwait,Nigeria,United Arab Emirates,India,Vietnam,Oman,United States","location,room,price","hotel,pool,breakfast",0,0,0,0,1,15,8
King Royal 2,"291/6 Krungthonburi Rd., Klongtonsai, Klongsan, , 10600 Bangkok, Thailand","13.72155264,100.50701737",7.6,"Situated across the Chao Phraya River, King Royal 2 is conveniently located just 650 feet from Krung Thonburi BTS Skytrain Station. It offers free WiFi in all rooms, a fitness centre and air-conditioned rooms with a private balcony.
Royal King 2 is a 10-minute walk from a variety from local dining outlets.
Modern décor and large windows feature throughout the rooms at King Royal. Each is equipped with a cable TV. Shower facilities are in the en suite bathroom.
At the restaurant, guests can sample local dishes and beverages for breakfast.
Laundry and dry cleaning services are also provided. The property also provides free parking.",Thailand,78,"Stayed 7 nights,Submitted via mobile,Stayed 1 night,Stayed 3 nights,Stayed 4 nights,Stayed 5 nights,People with friends,Solo traveller,Stayed 2 nights,Family with young children,Business trip,Couple,Superior Double Room,Leisure trip",https://t-cf.bstatic.com/xdata/images/hotel/max500/161091973.jpg?k=df52df4a299e6c0375bbc5aa5b130d4b20e296897df5cb5f6582fb17e4c5c83c&o=&hp=1,https://www.booking.com/hotel/th/king-royal-2.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKJ36OSBsACAdICJDJmZTA4MDk3LTNjNmUtNDQwMS1iMDE0LWVhNWNmOTUwOTEyYtgCBeACAQ;sid=57294ae5ec274d9ff0a51943cc459e01,"Thailand,Egypt,Italy,United Kingdom,Malta,Philippines,Nepal,Australia,Spain,Netherlands,United Arab Emirates,Papua New Guinea,Switzerland,Norway,India","location,road,bts","room,air,experience",0,0,1,0,0,16,5
Gusto Pratunam Hotel,"89 Soi Sangkarn Petchaburi Road , 10400 Bangkok, Thailand","13.75472293,100.53961560",7.3,"Just 3 minutes’ walk from Ratchaprarob Airport Rail Link Station, Pratunam Pavilion Hotel is located in the heart of Bangkok. It offers massage services, an international restaurant, and a 24-hour front desk. Free WiFi access is available.
The air-conditioned rooms feature a sofa and a kitchenette with a microwave and fridge. A flat-screen TV and a safety deposit box are also provided. The private bathrooms are fitted with a bathtub and shower.
Pratunam Pavilion Hotel is a 5-minute drive from Central World Plaza and a 7-minute drive from Siam Shopping Centre. Suvarnabhumi International Airport is 45 minutes’ drive away.
Guests can enjoy a traditional Thai massage at the hotel. Currency exchange and luggage storage are also available. There is also a minimart on site.
Thai and international dishes are served in the restaurant. Room service is available 24 hours.",Thailand,165,"Submitted via mobile,Stayed 1 night,Deluxe Double or Twin Room,Stayed 4 nights,Superior Double or Twin Room,Stayed 3 nights,Stayed 5 nights,People with friends,Stayed 2 nights,Stayed 10 nights,Solo traveller,Family with young children,Business trip,Couple,Stayed 7 nights,Grand Deluxe Double or Twin Room,Leisure trip,Group",https://cf.bstatic.com/xdata/images/hotel/max500/222798265.jpg?k=bd54d0ff43b1954c11537adc43d53c51145f1fc21dfd79ef7bfcc06c381dc820&o=&hp=1,https://www.booking.com/hotel/th/pratunam-pavilion.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKJ36OSBsACAdICJDJmZTA4MDk3LTNjNmUtNDQwMS1iMDE0LWVhNWNmOTUwOTEyYtgCBeACAQ;sid=1c4fd667e0b882a4dc1fe8b9189f13f2,"Nepal,Cambodia,Singapore,Israel,Tanzania,Myanmar,Czech Republic,United Kingdom,Lithuania,Vietnam,India,Mauritius,Indonesia,Thailand,Malaysia,Saudi Arabia,Uganda,Pakistan,United States,Mexico,Australia,Switzerland,Maldives,Sri Lanka","location,hotel,staff","room,air,window",0,0,1,0,0,35,6
Interchange Tower Serviced Apartment - SHA Extra Plus,"94 Soi Ratchtapan (Soi Mor Leng) Rajaprarop Rd., 10400 Bangkok, Thailand","13.75736728,100.54583430",8.2,"Featuring an outdoor pool and free Wi-Fi, Interchange Tower Serviced Apartment is a 10-minute walk from Bangkok’s Pratunam Shopping Centre. It offers air-conditioned rooms with a private balcony and bathtub.
Modern rooms come with wooden furnishings, hardwood flooring and warm lighting. All have a cable TV, minibar and a cosy seating area.
Guests can sample a variety of international dishes and beverages at the restaurant. Room service is available upon request.
Recreational choices include relaxing on the sun terrace. Newspapers, safety deposit boxes and luggage storage services are available at the front desk.
Interchange Tower is a 5-minute drive from the Rajjaprarop Airport Link Station and a 30-minute drive from Suvarnabhumi International Airport. Free parking is provided.",Thailand,39,"Suite,Submitted via mobile,Deluxe Double or Twin Room,Stayed 1 night,Stayed 3 nights,Stayed 5 nights,Stayed 4 nights,Stayed 9 nights,Stayed 2 nights,Solo traveller,Super Deluxe Double or Twin Room,Family with young children,Business trip,Couple,Leisure trip,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/328890229.jpg?k=d4dc138638b332475187c55100c7d052ac58210ea24cecd3f2ae71bd97148043&o=&hp=1,https://www.booking.com/hotel/th/interchange-tower.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKJ36OSBsACAdICJDJmZTA4MDk3LTNjNmUtNDQwMS1iMDE0LWVhNWNmOTUwOTEyYtgCBeACAQ;sid=1a3e57c140dc35035d5768f1f164a34e,"Ireland,Thailand,United Kingdom,Germany,Australia,India,Bhutan,Maldives,Slovakia","pool,front,counter","room,hotel,toilet",0,0,0,1,0,5,5
Kepler Residence Bangkok,"11/99 Petchaburi Rd, Soi Petchaburi 47 yeak 3,Kwaeng Bangkapi, Khet Huay Kwang, Huai Khwang, 10310 Bangkok, Thailand","13.74710546,100.58232393",8.5,"You're eligible for a Genius discount at Kepler Residence Bangkok! To save at this property, all you have to do is sign in.
Located 11.2 miles from Suvarnabhumi International Airport, Kepler Residence Bangkok offers accommodation in a convenient area, 350 feet from Bangkok Hospital and 1.9 miles from Samitivej Sukhumvit Hospital. Guests can enjoy their day at the salt water pool.
All units feature a complete set of amenities, a bathroom and a dining area with a fully-equipped kitchenette.
Ramkhamhaeng Airport Rail Link Station is a 10-minute drive from the property. The nearest airport is Suvarnabhumi Airport, a 30-minute drive from Kepler Residence Bangkok.",Thailand,10,"Deluxe Family Room,Submitted via mobile,Stayed 1 night,Deluxe King Suite,Solo traveller,Family with young children,Business trip,Stayed 6 nights,Two-Bedroom Family Suite,Leisure trip",https://cf.bstatic.com/xdata/images/hotel/max500/261862627.jpg?k=fb112f96d1b7e2ecb862ad990cfd818db2ca99e0e8ec0645855d8d0ff4752829&o=&hp=1,https://www.booking.com/hotel/th/kepler-residence-bangkok.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKJ36OSBsACAdICJDJmZTA4MDk3LTNjNmUtNDQwMS1iMDE0LWVhNWNmOTUwOTEyYtgCBeACAQ;sid=e2bc557357b22fb71098e4cfc31585a7,"United Arab Emirates,Thailand", ,"bathtub,picture,room",0,0,0,0,0,2,0
Arawana Regency Park Sukhumvit,"12/3 Soi Sainamthip Sukhumvit 22 Klongtoey, Khlong Toei, 10110 Bangkok, Thailand","13.73234503,100.56502014",7.7,"You're eligible for a Genius discount at Arawana Regency Park Sukhumvit! To save at this property, all you have to do is sign in.
Providing air-conditioned rooms with cable internet TV, Arawana Regency Park Sukhumvit is well-situated a 10-minute walk from Phrom Phong BTS skytrain station and Emporium shopping mall.
A 5-minute walk from Royal Benjasiri Park, Arawana Regency Park Sukhumvit is 4 BTS skytrain stops from Siam Square, Siam Paragon and MBK. It is a 5-minute drive from Queen Sirikit National Convention Centre.
A cable TV, safe and tea/coffee maker are standard in all rooms. Ample workspace and an attached bathroom with a hairdryer are also available.
The hotel also has a business centre and laundry services. Hearty breakfast buffets are served in Palm Court’s casual setting.",Thailand,615,"Stayed 30 nights,Stayed 4 nights,Triple Room,Stayed 12 nights,Submitted via mobile,Stayed 1 night,Stayed 9 nights,Solo traveller,Business trip,Stayed 7 nights,Superior King Room,Leisure trip,Stayed 15 nights,Stayed 5 nights,People with friends,Stayed 2 nights,Stayed 10 nights,Family with young children,Couple,Deluxe Premium King Room,Stayed 3 nights,Family Room,Deluxe Twin Room,Stayed 14 nights,Stayed 6 nights,Deluxe King Room,Group",https://cf.bstatic.com/xdata/images/hotel/max500/329975535.jpg?k=86f2597a19f9c3be1dddea74bc057444453572cfb5faa03de5d6aca08ad10af6&o=&hp=1,https://www.booking.com/hotel/th/check-inn-regency-park.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=0cb6f22de498b2bac81e868fbc01ef09,"Italy,Jordan,Cambodia,Singapore,Finland,United Arab Emirates,Netherlands,Norway,Japan,Myanmar,France,Czech Republic,United Kingdom,Philippines,Vietnam,India,Austria,Hong Kong,China,South Africa,Bangladesh,Thailand,Greece,Malaysia,Germany,Sweden,Spain,Qatar,Canada,Pakistan,Kuwait,Taiwan,United States,South Korea,Australia,Belgium,Maldives,Sri Lanka","location,room,staff","hotel,pool,breakfast",0,0,0,1,0,80,30
Loft 77,"1707 Sukhumvit Road 77 (Onnut 33), Suanlang, 10250 Bangkok, Thailand","13.71029071,100.62925100",6.9,"Loft 77 Hotel is a 30-minute drive from Suvarnabhumi International Airport. It offers comfortable rooms and free Wi-Fi in the entire property. On-site parking is available as well.
BTS On-Nut Station is just a 5-minute ride away. Seacon Square Shopping Mall , Paradise Park  Shopping Centre and BITEC Bangna Convention Centre are a 10-minute drive from Loft 77.
All rooms are tastefully furnished and offer air conditioning, a satellite TV and tea/coffee making facilities. They also feature a private balcony and an en suite bathroom.
For convenience, the hotel offers a 24-hour front desk service and staff at the tour desk can help guests with sightseeing arrangements. Laundry services are provided at the hotel.
Local dining outlets are located within a 5-minute walk from the hotel.",Thailand,105,"Stayed 7 nights,Deluxe Double Room,Submitted via mobile,Stayed 1 night,Stayed 3 nights,People with friends,Solo traveller,Stayed 2 nights,Family with young children,Business trip,Standard Double Room,Stayed 6 nights,Couple,Superior Double Room,Economy Double Room,Leisure trip,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/18174957.jpg?k=beeb0bc9093f6c6afa8c1506fef1cae64efad9a822acfba23627d4a49e2b9fcd&o=&hp=1,https://www.booking.com/hotel/th/loft77.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=15680956b8317c5489c35d22f9ff8cc4,"Thailand,United Kingdom,Pakistan,Malaysia,Philippines,Sweden,Australia,Netherlands,India,Singapore,Spain,Japan,Norway,Maldives","room,hotel,location","staff,time,breakfast",0,0,0,0,0,10,7
Summit Pavilion Hotel,"55 Pattanakarn Soi65, Pattanakarn road, Praveth, 10250 Bangkok, Thailand","13.72698016,100.65806866",8.3,"You're eligible for a Genius discount at Summit Pavilion Hotel! To save at this property, all you have to do is sign in.
Situated a 10-minute drive from Bangkok City’s Huamark Airport Link Station, this hotel features an outdoor pool and a 24-hour café. Offering a modern Thai décor, Wi-Fi accessible rooms feature a flat-screen TV with cable channels.
Summit Pavilion Hotel is a 20-minute drive from Paradise Park and Seacon Square Shopping Centre. It is within a 30-minute drive of Central Bangna and Suvarnabhumi Airport.
Fitted with wooden flooring and a seating area, spacious air-conditioned rooms offer coffee/tea making facilities and a minibar. Private bathrooms come with hot shower facilities.
Guests can head to the games room to play a round of billiards. Alternatively, they can sing karaoke or have a rejuvenating Thai massage.
Summit Pavilion’s 24-hour front desk provides laundry, luggage storage and airport shuttle services. Safety deposit boxes are also available. On-site parking is free.
Open round-the-clock, the café serves international, Thai and Chinese dishes from the Canton province. Room service is also available.",Thailand,6,"Submitted via mobile,Stayed 3 nights,Stayed 2 nights,Couple,Superior Studio,Leisure trip,Group",https://cf.bstatic.com/xdata/images/hotel/max500/334995872.jpg?k=25556f7adf5aa0575173f04532ce8d0c185f00afcd8cd82e47a6e6f3d741d0d7&o=&hp=1,https://www.booking.com/hotel/th/summit-pavilion.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=63795253305e58a8958bea808420917f,"United Arab Emirates,Australia",room,"hallway,am,image",0,0,0,0,0,0,1
Bangkok City Inn,"43/5 Rajdamri Road, Pathumwan, Pathumwan, 10330 Bangkok, Thailand","13.74864992,100.54162055",8.7,"Conveniently located in the heart of the city, Bangkok City Inn offers a 24-hour front desk service and free parking.
Central World Department Store is only a 10-minute walk from the property. Suvarnabhumi International Airport is a 45-minute ride from Bangkok City Inn.
All rooms have air conditioning, a cable TV and a minibar. En suite bathrooms come with free toiletries and shower facilities.
Guests can enjoy freshly brewed coffee served at the on-site coffee shop. Local restaurants are located around the residence.",Thailand,217,"Submitted via mobile,Stayed 1 night,Stayed 3 nights,Stayed 4 nights,Stayed 5 nights,Deluxe Double or Twin Room,People with friends,Solo traveller,Stayed 2 nights,Standard Double or Twin Room,Family with young children,Business trip,Stayed 6 nights,Couple,Stayed 7 nights,Leisure trip,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/26480381.jpg?k=ea6e7dcc86fac2f1f29ed5cc1a88342e07d4377938da7aa1b95081c50d57318f&o=&hp=1,https://www.booking.com/hotel/th/bangkok-city-inn.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=25ba4f7b1d95e3d80f968449ebd0600d,"Thailand,United Kingdom,Malaysia,South Korea,Cambodia,Singapore,Australia,Bhutan,Spain,Turkey,Macao,Myanmar,Ethiopia","location,shopping,food","room,staff,hotel",0,0,1,0,0,27,10
Baiyoke Suite Hotel,"130 Rajprarop Rd.Kwang Thanon Phyathai, Rajthevi, 10400 Bangkok, Thailand","13.75292527,100.53979397",8.3,"Featuring panoramic views of the city, Baiyoke Suite Hotel is 500 feet from Ratchaprarop Station. It has a restaurant, as well as an outdoor pool and a fitness centre.
The hotel is 500 feet from Pratunam Wholesale Market and 0.9 miles from MBK Shopping mall. Don Muang Airport is 12.4 miles away.
The spacious rooms at Suite Baiyoke are equipped with a minibar, refrigerator and safety deposit box. En suite bathrooms come with bathtub and hot shower facilities. Room service is provided.
Recreational activities include enjoying a relaxing massage or lazing in the sauna. The hotel provides a business centre and a tour desk. Parking is free.
Located on the 43rd floor, the Sky Lounge Restaurant offers a spread of food and beverages accompanied with views of the Bangkok skyline.",Thailand,363,"Stayed 4 nights,Special Offer - Executive Suite,Stayed 12 nights,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Stayed 10 nights,Family with young children,Couple,Executive Suite,Stayed 3 nights,Superior Double or Twin Room,Stayed 6 nights,Group",https://cf.bstatic.com/xdata/images/hotel/max500/15442705.jpg?k=aa925817bb01df278bc256197c4a818b6cefe6c7b4571861143d8eee973a5a7d&o=&hp=1,https://www.booking.com/hotel/th/baiyoke-suite.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=5320d5ab9cc1c7fd30f9e663d7220742,"Nepal,Cambodia,Singapore,United Arab Emirates,Israel,Brunei Darussalam,Myanmar,United Kingdom,Philippines,India,Mauritius,Indonesia,South Africa,Bangladesh,Thailand,Malaysia,Saudi Arabia,Seychelles,Pakistan,Australia,Maldives,Estonia,Sri Lanka","location,hotel,room","staff,bathroom,iron",0,0,1,0,0,43,17
Oh Boutique Guesthouse - Khaosan,"72/2 Soi Samsen 4, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon, 10200 Bangkok, Thailand","13.76385699,100.49954128",7.9,"You're eligible for a Genius discount at Oh Boutique Guesthouse - Khaosan! To save at this property, all you have to do is sign in.
Oh Boutique Guesthouse - Khaosan features free WiFi throughout the property and rooms with air conditioning in Bangkok. Khao San Road is a 7-minute walk from the hotel and Temple of the Golden Mount is 0.7 miles away.
At the hotel rooms come with a terrace with a city view. Certain rooms have a flat-screen TV and a private bathroom.
Bangkok City Pillar is a 17-minute walk from Oh Boutique Guesthouse - Khaosan, while Temple of the Emerald Buddha is an 18-minute walk from the property. Don Mueang International Airport is 13 miles away.",Thailand,263,"Stayed 4 nights,Stayed 12 nights,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Single Room with Shared Bathroom,Deluxe Double Room with Balcony and Shared Bathroom,Stayed 5 nights,People with friends,Stayed 2 nights,Stayed 10 nights,Couple,Budget Single Room with Shared Bathroom,Stayed 3 nights,Stayed 20 nights,Deluxe Double Room with Private Bathroom,Stayed 11 nights,Stayed 6 nights",https://t-cf.bstatic.com/xdata/images/hotel/max500/123003533.jpg?k=df2f94e420c7a714fe494a7d815f1b27d16d2d41378c4a15c4b8afa89f801e44&o=&hp=1,https://www.booking.com/hotel/th/oh-boutique.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=88db28164072fb5aabe308ce70d6050e,"Italy,Egypt,Israel,Poland,Russia,Chile,France,Czech Republic,United Kingdom,Vietnam,Thailand,Malaysia,Germany,Sweden,Spain,New Zealand,Brazil,Slovenia,Ireland,Mexico,South Korea,Algeria,Belarus","location,room,food","shower,bathroom,door",0,0,1,0,1,35,7
Eurna Resort Hotel,"101/1 soi 9/1 Thakam  Rama 2 Samedam Bangkok, 10500 Bangkok, Thailand","13.64823500,100.44405800",6.9,"Boasting a terrace, Eurna Resort Hotel is set in Bangkok in the Bangkok Province region, 9.9 miles from Khao San Road and 10.6 miles from Wat Arun. Among the facilities of this property are a restaurant, a 24-hour front desk and room service, along with free WiFi throughout the property. The property has a hot tub, karaoke and a shared lounge.
At the hotel, all rooms include a balcony. All rooms have a private bathroom with a shower, bathrobes and a hairdryer. At Eurna Resort Hotel the rooms include air conditioning and a flat-screen TV.
Guests at the accommodation can enjoy a buffet or an American breakfast.
Wat Pho is 10.6 miles from Eurna Resort Hotel, while Temple of the Emerald Buddha is 11.2 miles from the property. The nearest airport is Don Mueang International Airport, 28.6 miles from the hotel.",Thailand,215,"Deluxe Double Room,Submitted via mobile,Stayed 1 night,Stayed 3 nights,Stayed 4 nights,People with friends,Solo traveller,Stayed 10 nights,Stayed 2 nights,Stayed 14 nights,Family with young children,Business trip,Standard Double Room,Couple,Superior Double Room,Leisure trip,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/122682337.jpg?k=4ba06fb7a8614eec17ae5c5aa4e91466dbc761485d4f85132db03e24b640beb4&o=&hp=1,https://www.booking.com/hotel/th/eurna-resort-bangkok.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuAKL36OSBsACAdICJGYxYmJiNDU2LTVkMGEtNDE5ZS04MzBlLTMwNGI5Zjc3Nzg0M9gCBeACAQ;sid=339e9633202c23cb110f79602da95a62,"Thailand,United Kingdom,Malaysia,Iceland,Australia,Switzerland,India,Netherlands,Myanmar,United States,South Africa,France","staff,reception,money","room,shower,hotel",0,0,0,0,0,13,7
